region,state,county,county2,poor_mental_health_days,poor_physical_health_days,poor_or_fair_health,adult_smoking,infant_mortality,high_school_graduation,premature_death,premature_ageadjusted_mortality,social_associations,homicide_rate,unemployment,low_birthweight,preventable_hospital_stays,children_in_singleparent_households,excessive_drinking,injury_deaths,mean_commute_minutes_x,children_in_poverty,diabetes,motor_vehicle_crash_deaths,severe_housing_problems
South,Georgia,Jackson County,"Jackson County, Georgia",,2.4,0.105,0.158,0,0.909,9186,415.5,13.97,0,0.086,0.07,46.13,0.304,0.169,74.9,19.8416,0.296,0.086,23.59,0.205
South,Georgia,Jasper County,"Jasper County, Georgia",,6.3,0.159,0.203,0,0.9,9082,444.2,6.363,8,0.116,0.05,55.69,0.417,0,96.7,13.3004,0.326,0.087,20.08,0.171
South,Georgia,Jeff Davis County,"Jeff Davis County, Georgia",,4.6,0.195,0.238,6.5,0.903,8761,394.3,13.362,4.5,0.13,0.07,42.34,0.365,0.195,109.8,17.0354,0.28,0.087,21.15,0.154
South,Georgia,Jefferson County,"Jefferson County, Georgia",,0,0.297,0.309,0,0,10916,447.9,10.612,0,0.113,0.14,51.94,0.43,0.157,133.4,20.7514,0.402,0.087,13.55,0.176
South,Georgia,Jenkins County,"Jenkins County, Georgia",,2.8,0.094,0.15,3.9,0.938,4985,255.3,10.205,1.3,0.067,0.06,58.18,0.232,0.191,55.3,24.46,0.076,0.087,0,0.175
South,Georgia,Johnson County,"Johnson County, Georgia",,3.4,0.14,0.111,5.1,0.868,6437,313.5,4.968,2.3,0.054,0.07,38.47,0.216,0.091,72.4,18.0874,0.161,0.087,19.63,0.138
South,Georgia,Jones County,"Jones County, Georgia",,2.9,0,0.155,5.5,0.796,5642,282.3,6.859,0,0.115,0.07,64.32,0.255,0.093,45.8,27.7904,0.146,0.087,20.28,0.114
South,Georgia,Lamar County,"Lamar County, Georgia",,3.9,0.18,0.268,8.2,0.779,7179,360.4,11.235,4.4,0.113,0.08,75.54,0.385,0.141,54.6,23.2976,0.23,0.087,18.19,0.173
South,Georgia,Lanier County,"Lanier County, Georgia",,1.5,0.095,0.154,0,0.896,8734,405.6,22.59,0,0.049,0.07,47.62,0.221,0.186,89.4,18.0142,0.213,0.087,24.92,0.202
South,Georgia,Laurens County,"Laurens County, Georgia",,2.7,0.095,0.175,5.8,0.844,6474,340.4,10.427,3.2,0.059,0.07,58.19,0.346,0.239,56.4,18.0013,0.199,0.087,19.65,0.204
South,Georgia,Lee County,"Lee County, Georgia",,3.4,0.191,0.108,6.5,0.888,6163,334.7,12.74,0,0.041,0.06,71.25,0.352,0.112,65.2,14.8293,0.253,0.087,11.99,0.186
South,Georgia,Liberty County,"Liberty County, Georgia",,4.1,0.19,0.298,5.9,0.868,7793,390.4,11.056,0,0.081,0.09,56.4,0.311,0.214,73.6,25.5109,0.2,0.087,26.34,0.191
South,Georgia,Lincoln County,"Lincoln County, Georgia",,2.7,0.105,0.149,5.5,0.93,4995,260.1,10.56,2.8,0.057,0.08,58.28,0.226,0.169,44.9,32.7365,0.086,0.087,26.33,0.154
South,Georgia,Long County,"Long County, Georgia",,2.5,0.083,0.142,4.5,0.903,5632,271.3,11.791,1.2,0.076,0.07,43.87,0.337,0.179,63.8,22.3072,0.149,0.087,23.67,0.177
South,Georgia,"Lowndes County, GA","Lowndes County, GA, Georgia",,3.6,0.098,0.155,0,0.809,6179,317.1,13.862,0,0.061,0.06,38.93,0.293,0.211,74.8,19.799,0.141,0.087,20.69,0.156
South,Georgia,Lumpkin County,"Lumpkin County, Georgia",,0,0,0,0,0.881,5814,266.6,26.752,0,0.039,0.06,33,0.266,0,79.7,17.4568,0.172,0.087,31.32,0.129
South,Georgia,McDuffie County,"McDuffie County, Georgia",,2.5,0.089,0.15,0,0.825,6395,274.7,31.216,0,0.04,0.06,51.66,0.176,0.21,72.9,17.7352,0.135,0.087,31.95,0.16
South,Georgia,McIntosh County,"McIntosh County, Georgia",,1.1,0,0.142,0,0,0,0,22.396,0,0.044,0,30.79,0.175,0.283,0,10.5708,0.105,0.087,27.07,0.15
South,Georgia,Macon County,"Macon County, Georgia",,3,0.134,0.16,0,0,6593,387.6,14.535,0,0.058,0.05,69.34,0.12,0.184,85.5,15.7071,0.243,0.087,35.09,0.124
South,Georgia,Madison County,"Madison County, Georgia",,3,0.123,0.193,6.2,0.834,6301,333.5,10.296,7.3,0.045,0.08,47.88,0.328,0.207,49.2,18.5097,0.2,0.087,24.84,0.161
South,Georgia,Marion County,"Marion County, Georgia",,3.7,0.179,0.21,6,0.62,6933,357.5,3.254,6.6,0.1,0.08,51.73,0.372,0.174,62.7,23.6037,0.237,0.087,19.72,0.138
South,Georgia,Meriwether County,"Meriwether County, Georgia",,5.4,0.201,0.2,0,0.725,10954,452.6,3.983,0,0.072,0.07,62.68,0.29,0.133,122.5,16.9402,0.176,0.087,25.13,0.147
South,Georgia,Miller County,"Miller County, Georgia",,3.2,0.105,0.168,5.1,0.888,4955,270,13.456,1.9,0.043,0.06,43.13,0.304,0.185,57.5,20.4246,0.134,0.087,19.27,0.17
South,Georgia,Mitchell County,"Mitchell County, Georgia",,3,0.111,0.158,3.9,0.925,5042,272.6,8.183,2.2,0.075,0.08,59.43,0.216,0.183,38.3,31.8587,0.103,0.087,25.48,0.182
South,Georgia,Monroe County,"Monroe County, Georgia",,3.2,0.171,0.149,5.2,0.849,5285,273.6,8.272,6,0.083,0.08,49.24,0.324,0.157,34.3,29.5855,0.15,0.087,13.16,0.18
South,Georgia,Montgomery County,"Montgomery County, Georgia",,3.3,0.173,0.212,8.5,0.799,6574,358.8,11.521,0,0.079,0.08,103,0.383,0.129,45.7,19.9081,0.207,0.087,17.63,0.186
South,Georgia,Morgan County,"Morgan County, Georgia",,2.4,0.063,0.097,5.1,0.903,4453,244.4,6.626,1.3,0.058,0.08,60.38,0.154,0.231,38.9,37.0787,0.067,0.087,8.02,0.119
South,Georgia,Murray County,"Murray County, Georgia",,2.3,0.07,0.123,4,0.962,4160,224.3,9.223,1.2,0.052,0.07,53.88,0.176,0.199,35.5,24.1852,0.064,0.087,24.49,0.106
South,Georgia,"Muscogee County, GA","Muscogee County, GA, Georgia",,3.1,0.118,0.146,4,0.734,4978,259.4,9.352,2,0.068,0.06,31.39,0.252,0.166,59.9,25.7409,0.113,0.087,12.99,0.139
South,Georgia,"Newton County, GA","Newton County, GA, Georgia",,3,0.134,0.192,0,0,5856,258.9,22.831,0,0.051,0.06,62.51,0.154,0.22,82.3,15.8541,0.13,0.087,22.13,0.189
South,Georgia,Oconee County,"Oconee County, Georgia",,3,0.144,0.188,0,0.759,4441,245.7,16.991,0,0.037,0.06,47.74,0.314,0.208,45.8,14.9024,0.135,0.087,24.46,0.17
South,Georgia,Oglethorpe County,"Oglethorpe County, Georgia",,0,0.171,0,8,0.807,7138,401,9.68,0,0.055,0.09,106.47,0.422,0,45.1,17.4674,0.299,0.087,28.78,0.137
South,Georgia,"Paulding County, GA","Paulding County, GA, Georgia",,0,0,0,0,0.975,7957,389.6,18.643,0,0.033,0.07,108.43,0.256,0,85.2,16.1765,0.156,0.087,26.11,0.146
South,Georgia,Peach County,"Peach County, Georgia",,4,0.136,0.086,6.5,0.85,6825,309.4,3.986,0,0.051,0.06,29.27,0.19,0.074,65.7,22.4524,0.13,0.087,20.5,0.175
South,Georgia,Pickens County,"Pickens County, Georgia",,0,0,0,0,0,0,0,4.411,0,0.035,0.05,0,0.206,0,0,20.6662,0.161,0.087,17.15,0.105
South,Georgia,Pierce County,"Pierce County, Georgia",,0,0,0,5.7,0.74,5619,297.6,10.836,0,0.051,0.07,0,0.304,0,45.4,33.0267,0.167,0.087,23.78,0.156
South,Georgia,Pike County,"Pike County, Georgia",,4.2,0.243,0.117,5,0.732,5184,282.2,6.873,3.6,0.093,0.07,34.85,0.342,0.144,40,20.0606,0.24,0.087,0,0.138
South,Georgia,Polk County,"Polk County, Georgia",,3.4,0.212,0.185,0,0.925,5102,278.2,15,0,0.06,0.06,52.3,0.275,0.275,60.5,22.4295,0.167,0.087,21.07,0.192
South,Georgia,Pulaski County,"Pulaski County, Georgia",,2.6,0.111,0.227,0,0.961,6158,292.3,14.871,0,0.061,0.05,58.66,0.205,0.226,68.4,22.4843,0.257,0.087,0,0.164
South,Georgia,Putnam County,"Putnam County, Georgia",,1.4,0.167,0.264,0,0,0,0,10.091,0,0.037,0,0,0.403,0.289,198.6,9.89777,0.104,0.088,16.71,0.181
South,Georgia,Quitman County,"Quitman County, Georgia",,3.5,0.139,0.146,5.6,0.824,6353,332.8,7.351,6.3,0.088,0.07,39.79,0.365,0.18,55.7,24.8686,0.259,0.088,14.14,0.179
South,Georgia,Rabun County,"Rabun County, Georgia",,4.3,0.19,0.187,4.9,0.875,6587,349.1,5.683,4.8,0.153,0.06,53.54,0.299,0.108,64.3,25.1205,0.254,0.088,29.6,0.186
South,Georgia,Randolph County,"Randolph County, Georgia",,0,0,0,0,0.875,4387,280.6,18.802,0,0.047,0.08,69.32,0.236,0,34.7,19.68,0.148,0.088,27.27,0.142
South,Georgia,"Richmond County, GA","Richmond County, GA, Georgia",,1.9,0.11,0.161,6.7,0.864,6417,337.6,17.175,0,0.075,0.08,72.23,0.241,0.311,71.2,17.0939,0.159,0.088,34.02,0.194
South,Georgia,Rockdale County,"Rockdale County, Georgia",,3.9,0.21,0.177,7.8,0.817,7882,383.9,15.981,0,0.079,0.08,72.34,0.38,0.147,53,18.1376,0.34,0.088,16.65,0.207
South,Georgia,Schley County,"Schley County, Georgia",,2.5,0.098,0.201,0,0.888,5845,304.4,19.278,0,0.043,0.05,51.67,0.278,0.181,68.5,15.1071,0.166,0.088,27.04,0.176
South,Georgia,Screven County,"Screven County, Georgia",,2.9,0.092,0.183,0,0.929,5784,306.3,20.048,0,0.045,0.07,64.31,0.183,0.105,54.5,19.0074,0.11,0.088,0,0.135
South,Georgia,Seminole County,"Seminole County, Georgia",,2.6,0.164,0.151,0,0.925,4203,287.5,30.223,0,0.036,0.07,84.43,0.233,0,84.1,9.57574,0.131,0.088,14.89,0.197
South,Georgia,Spalding County,"Spalding County, Georgia",,3.3,0.119,0.181,5.6,0.856,5556,291.9,8.646,1.9,0.079,0.07,65.23,0.292,0.212,45.8,27.16,0.18,0.088,41.76,0.154
South,Georgia,Stephens County,"Stephens County, Georgia",,3.2,0.108,0.171,8.1,0.774,5563,294.9,11.637,0,0.037,0.07,38.65,0.25,0.231,48.2,17.675,0.133,0.088,0,0.141
South,Georgia,Stewart County,"Stewart County, Georgia",,0,0,0,0,0,4883,269.7,32.721,0,0.058,0.05,59.1,0.243,0,79.2,17.8786,0.199,0.088,28.44,0.151
South,Georgia,Sumter County,"Sumter County, Georgia",,4.1,0.152,0.205,6.8,0.879,7686,383.8,12.543,3.5,0.054,0.07,50.77,0.341,0.118,79.4,18.2719,0.252,0.088,22.84,0.198
South,Georgia,Talbot County,"Talbot County, Georgia",,2.8,0.103,0.155,0,0.855,7231,351.2,17.49,0,0.051,0.07,45.41,0.208,0.173,99.1,11.3126,0.195,0.088,16.86,0.141
South,Georgia,Taliaferro County,"Taliaferro County, Georgia",,2,0.097,0.134,0,0,7662,369.5,27.725,0,0.032,0.07,38.57,0.191,0.237,54.5,14.7963,0.129,0.088,18.02,0.22
South,Georgia,Tattnall County,"Tattnall County, Georgia",,3.6,0.092,0.161,0,0,0,254.3,34.118,0,0.027,0.06,60.77,0.14,0.119,81.4,13.385,0.134,0.088,15.4,0.171
South,Georgia,Taylor County,"Taylor County, Georgia",,2.5,0.131,0.138,0,0.844,5705,333.5,12.365,0,0.038,0.05,50.78,0.244,0.183,68.7,18.2781,0.149,0.088,21.68,0.193
South,Georgia,Telfair County,"Telfair County, Georgia",,4.4,0.19,0.263,0,0,7061,348.3,5.927,0,0.099,0.06,53.45,0.341,0.212,83.3,19.0974,0.246,0.088,28.36,0.132
South,Georgia,Terrell County,"Terrell County, Georgia",,3.6,0.177,0.214,4.3,0.519,7511,402.4,8.571,0,0.102,0.07,52.77,0.379,0.182,70.5,17.0047,0.229,0.088,15.02,0.132
South,Georgia,Thomas County,"Thomas County, Georgia",,3.6,0.132,0.172,5.2,0.877,5519,307.3,10.28,0,0.051,0.06,35.18,0.285,0.164,69.8,20.6994,0.137,0.088,31.4,0.106
South,Georgia,Tift County,"Tift County, Georgia",,3,0.137,0.123,4.3,0.887,4720,257.1,6.61,1.9,0.074,0.08,57.38,0.244,0.127,35.5,31.6589,0.126,0.088,18.52,0.201
South,Georgia,Toombs County,"Toombs County, Georgia",,3.6,0.21,0.167,4.7,0.808,5616,295.4,7.338,4.5,0.099,0.09,62.23,0.383,0.151,36.2,26.0276,0.252,0.088,27.25,0.223
South,Georgia,Towns County,"Towns County, Georgia",,0,0,0,0,0,8590,396.9,4.172,0,0.064,0.08,45.21,0.439,0,101.7,18.8431,0.385,0.088,35.82,0.12
South,Georgia,Treutlen County,"Treutlen County, Georgia",,2.6,0.116,0.221,0,0.784,8113,335.4,17.234,0,0.056,0.11,42.43,0.355,0.188,87.1,19.8412,0.341,0.088,23.65,0.153
South,Georgia,Troup County,"Troup County, Georgia",,4.3,0.206,0.225,5.2,0.681,7876,364.8,5.742,9.3,0.078,0.08,32.2,0.345,0.119,90.8,27.9985,0.312,0.088,23.13,0.16
South,Georgia,Turner County,"Turner County, Georgia",,2.6,0.121,0.181,0,0,8579,332.2,17.274,0,0.039,0.05,47.83,0.278,0.26,76.6,24.5621,0.143,0.088,17.64,0.139
South,Georgia,Twiggs County,"Twiggs County, Georgia",,0,0.12,0.182,0,0,4381,298,22.315,0,0.04,0.04,44.86,0.162,0.173,71,14.816,0.213,0.088,14.57,0.184
South,Georgia,Union County,"Union County, Georgia",,2,0.111,0.142,0,0.921,5813,310.2,16.693,0,0.03,0.06,58.05,0.274,0.133,60.4,13.1965,0.15,0.088,20.61,0.178
South,Georgia,Upson County,"Upson County, Georgia",,1.7,0,0,0,0,0,0,30.395,0,0.027,0,0,0.133,0.298,0,13.1677,0.179,0.088,24.39,0.137
South,Georgia,Walker County,"Walker County, Georgia",,4.3,0.179,0.196,6,0.891,7908,411.1,9.798,5.5,0.05,0.1,62.35,0.366,0.151,65.8,16.3952,0.252,0.088,22.36,0.15
South,Georgia,Walton County,"Walton County, Georgia",,2.9,0,0,5.1,0.944,5259,277.3,7.348,2.4,0.058,0.07,62.22,0.2,0,37.9,30.1498,0.091,0.088,24.86,0.138
South,Georgia,Ware County,"Ware County, Georgia",,0,0,0,0,0.87,6742,352.7,5.894,0,0.138,0.09,74.02,0.422,0,38.2,22.6305,0.498,0.088,0,0.094
South,Georgia,Warren County,"Warren County, Georgia",,2.6,0.088,0,0,0,7539,330.6,0,0,0.094,0.08,51.63,0.179,0,86.3,13.4704,0.185,0.088,25.35,0.074
South,Georgia,Washington County,"Washington County, Georgia",,3.2,0.127,0.186,7.8,0.792,6069,300.1,15.805,0,0.051,0.07,66.91,0.359,0.168,87.5,17.833,0.212,0.088,19.75,0.16
South,Georgia,Wayne County,"Wayne County, Georgia",,3.3,0.125,0.186,7.5,0.83,5426,282,7.047,4,0.053,0.08,50.94,0.325,0.221,46.3,22.2636,0.132,0.088,15.73,0.185
South,Georgia,Webster County,"Webster County, Georgia",,4.2,0.13,0.185,0,0.91,5942,306.6,10.95,0,0.074,0.06,56.34,0.238,0.277,69.7,24.9021,0.139,0.088,40.91,0.154
South,Georgia,Wheeler County,"Wheeler County, Georgia",,3.8,0.159,0.186,0,0.927,6050,284,14.677,0,0.055,0.06,59.49,0.287,0.24,65.9,20.4322,0.149,0.088,16.4,0.254
South,Georgia,White County,"White County, Georgia",,2.8,0.126,0.224,0,0.825,8514,373,14.278,0,0.035,0.07,66.07,0.23,0.195,91.4,23.054,0.119,0.088,23.71,0.107
South,Georgia,"Whitfield County, GA","Whitfield County, GA, Georgia",,3.3,0.143,0.262,6.7,0.74,8193,390.5,15.009,4.2,0.042,0.08,53.54,0.336,0.176,91.5,17.0491,0.133,0.088,14.45,0.132
West,Hawai?i,Wilcox County,"Wilcox County, Hawai?i",,4.3,0.311,0.138,4.9,0.864,6703,331.1,5.321,5.2,0.114,0.06,48.96,0.332,0.15,60.5,24.2961,0.322,0.089,17.61,0.283
West,Hawai?i,Wilkes County,"Wilkes County, Hawai?i",,3,0.109,0.15,6.8,0.797,5746,284.7,10.153,4.9,0.081,0.09,58.41,0.37,0.177,54.6,21.8525,0.174,0.089,6.6,0.269
West,Hawai?i,Wilkinson County,"Wilkinson County, Hawai?i",,3.3,0.153,0.151,7.7,0.74,6251,312.2,7.22,7.9,0.068,0.09,65.29,0.386,0.16,52.8,25.5101,0.26,0.089,0,0.089
West,Hawai?i,Worth County,"Worth County, Hawai?i",,2.7,0.099,0.141,6.5,0.752,5072,266,7.35,3.9,0.071,0.08,53.13,0.302,0.158,46.3,28.2176,0.18,0.089,12.95,0.284
